text_id,filename,mean_icd,min_icd,max_icd,min_inter,max_inter,mean_inter,silhouette,davies_bouldin,sdbw,cvnn,uniqueness_ratio,total_clusters,cluster_distribution,human,bot
newlstm_by_20k,part_624.txt,12.524746235380722,3.5888054493213186,22.213627603474045,5.162647342096798,9.966549619575368,7.538874331555416,0.05381552,2.8706529154501315,0.3796931396504858,0.7458133390414349,0.0730337078651685,6,"[169.0, 210.0, 153.0, 126.0, 107.0, 84.0]",0,1
newlstm_by_20k,part_625.txt,12.824387295127009,2.596758160458532,24.812596048808725,4.970930905345439,6.270803756879858,5.7496572811474085,0.05165278,3.34631785918965,0.5537332792462979,0.759086818341395,0.0738271604938271,3,"[353.0, 230.0, 286.0]",0,1
newlstm_by_20k,part_626.txt,12.56426401419383,3.7309671940583495,22.35950511685589,4.654102289642193,10.868850272131851,7.868771356720367,0.04580654,2.93504916130452,0.4164356207305614,0.7398323140917954,0.0713025951121189,5,"[227.0, 256.0, 156.0, 114.0, 78.0]",0,1
newlstm_by_20k,part_627.txt,12.761459818819716,3.3081323958229985,24.27019893606075,4.620890445933702,7.680281389689094,6.721569684736135,0.05313448,3.170131738504953,0.4765357076750677,0.7534667149200458,0.073921200750469,4,"[347.0, 132.0, 141.0, 243.0]",0,1
newlstm_by_20k,part_628.txt,12.60185578176128,3.364002726457761,23.39051409447731,5.028866887592284,8.53905916817327,6.990879628363858,0.055927485,2.907913124554109,0.4230032667023575,0.7507594093091025,0.0742040611682125,5,"[183.0, 96.0, 128.0, 304.0, 160.0]",0,1
newlstm_by_20k,part_629.txt,12.21122967436931,3.8543195449052057,21.40958484025443,4.621504627294467,11.829697313069916,8.491142340395298,0.05226099,2.617383001082888,0.343365648868597,0.7326837531784659,0.074215855766856,7,"[162.0, 90.0, 110.0, 139.0, 68.0, 102.0, 207.0]",0,1
newlstm_by_20k,part_630.txt,13.12546314797697,2.675827324985596,24.1897858102468,5.769768571200108,8.722573651709258,7.472587875877558,0.09407577,2.8601704784347874,0.5559310368160546,0.7372062072040553,0.0738332058148431,3,"[401.0, 109.0, 348.0]",0,1
newlstm_by_20k,part_631.txt,12.573891967260554,3.940603858483057,22.051062300687875,5.099647389274585,10.567291427063669,7.796094821101136,0.0720411,2.75311543485456,0.3792116549993528,0.7376764647691186,0.0709888176906646,6,"[108.0, 76.0, 210.0, 103.0, 269.0, 66.0]",0,1
newlstm_by_20k,part_632.txt,12.694455777524889,3.0327038412087366,22.99829783328396,5.153199474504825,9.547236909030689,7.6759031059068175,0.060812682,2.8906959431978487,0.4687799070349416,0.7383257280204892,0.0752378567851777,4,"[200.0, 190.0, 289.0, 195.0]",0,1
newlstm_by_20k,part_633.txt,12.4157856660192,3.740024588799579,21.66243872187176,5.031016635596318,9.886080704723446,7.531287607539891,0.056843646,2.729104152564931,0.3799570272911978,0.7429120610178833,0.0730826693227091,6,"[109.0, 230.0, 103.0, 223.0, 101.0, 85.0]",0,1
